,Player,Games Played,Goals,Assists,Minutes per Goal,Total Minutes Played,Current Market Value,Market Value at Purchase,Age_x,Height_x,Overall,Potential,International Reputation,Weak Foot,Skill Moves,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,StandingTackle,SlidingTackle,Best Overall Rating,DefensiveAwareness
370,Evanilson,22.0,9.0,3.0,150.0,1354.0,9900000.0,8250000.0,22.0,1.83,73.0,83.0,1.0,4.0,2.0,32.0,78.0,75.0,72.0,69.0,72.0,67.0,40.0,59.0,71.0,73.0,71.0,63.0,60.0,62.0,75.0,64.0,68.0,73.0,71.0,29.0,16.0,79.0,59.0,69.0,67.0,20.0,19.0,75.0,22.0
372,Nathanaël Mbuku,18.0,1.0,0.0,894.0,894.0,9900000.0,0.0,19.0,1.7,71.0,83.0,1.0,2.0,3.0,68.0,65.0,48.0,71.0,64.0,77.0,66.0,56.0,63.0,74.0,80.0,77.0,85.0,60.0,86.0,71.0,39.0,60.0,48.0,55.0,41.0,29.0,64.0,65.0,64.0,64.0,34.0,35.0,72.0,32.0
373,Lassina Traoré,14.0,9.0,0.0,109.0,979.0,9900000.0,7150000.0,21.0,1.83,72.0,82.0,1.0,3.0,3.0,47.0,73.0,68.0,68.0,57.0,69.0,55.0,44.0,43.0,70.0,75.0,78.0,68.0,69.0,67.0,76.0,84.0,73.0,84.0,62.0,57.0,32.0,73.0,64.0,63.0,70.0,22.0,25.0,74.0,22.0
374,Chidera Ejuke,18.0,4.0,3.0,341.0,1364.0,9900000.0,6050000.0,24.0,1.76,74.0,81.0,1.0,3.0,4.0,65.0,70.0,44.0,68.0,59.0,80.0,64.0,36.0,50.0,74.0,95.0,93.0,89.0,65.0,90.0,69.0,56.0,76.0,59.0,71.0,40.0,31.0,71.0,66.0,49.0,66.0,37.0,31.0,75.0,40.0
375,Aleksandr Sobolev,23.0,8.0,4.0,194.0,1552.0,9900000.0,3850000.0,24.0,1.91,75.0,80.0,1.0,3.0,2.0,35.0,76.0,78.0,72.0,69.0,73.0,55.0,58.0,45.0,72.0,70.0,72.0,66.0,73.0,57.0,80.0,75.0,66.0,78.0,69.0,65.0,28.0,75.0,65.0,74.0,71.0,41.0,29.0,77.0,44.0
377,Rhian Brewster,13.0,3.0,0.0,267.0,802.0,9900000.0,5940000.0,21.0,1.8,69.0,80.0,1.0,4.0,3.0,50.0,73.0,58.0,61.0,70.0,72.0,47.0,58.0,50.0,69.0,79.0,79.0,77.0,71.0,76.0,71.0,67.0,64.0,62.0,67.0,51.0,15.0,70.0,56.0,61.0,62.0,18.0,17.0,71.0,14.0
378,Ademola Lookman,19.0,5.0,3.0,218.0,1088.0,9900000.0,9900000.0,24.0,1.74,77.0,83.0,1.0,4.0,4.0,73.0,74.0,48.0,72.0,60.0,83.0,69.0,51.0,53.0,80.0,87.0,83.0,90.0,69.0,85.0,77.0,64.0,75.0,55.0,70.0,62.0,32.0,74.0,72.0,62.0,76.0,23.0,24.0,78.0,27.0
379,Riccardo Sottil,15.0,3.0,2.0,262.0,785.0,9900000.0,7700000.0,22.0,1.8,70.0,82.0,1.0,3.0,4.0,67.0,65.0,42.0,67.0,52.0,72.0,55.0,45.0,61.0,73.0,84.0,82.0,76.0,62.0,75.0,66.0,45.0,53.0,52.0,51.0,40.0,25.0,68.0,62.0,69.0,60.0,35.0,39.0,71.0,32.0
380,Stephy Mavididi,19.0,6.0,3.0,250.0,1500.0,9900000.0,3960000.0,23.0,1.83,76.0,81.0,1.0,2.0,3.0,69.0,75.0,70.0,71.0,68.0,79.0,53.0,42.0,66.0,74.0,88.0,89.0,70.0,69.0,64.0,73.0,73.0,70.0,74.0,70.0,45.0,24.0,75.0,68.0,59.0,69.0,18.0,20.0,77.0,27.0
381,Orbelín Pineda,14.0,1.0,3.0,1179.0,1179.0,9900000.0,9900000.0,25.0,1.69,77.0,80.0,1.0,4.0,3.0,70.0,75.0,41.0,75.0,67.0,80.0,68.0,56.0,70.0,75.0,84.0,87.0,91.0,70.0,83.0,72.0,64.0,85.0,57.0,73.0,67.0,66.0,70.0,73.0,63.0,69.0,65.0,65.0,78.0,63.0
382,Mergim Berisha,20.0,6.0,3.0,184.0,1102.0,9900000.0,11000000.0,23.0,1.88,75.0,80.0,1.0,3.0,3.0,67.0,77.0,70.0,74.0,68.0,74.0,72.0,68.0,65.0,76.0,73.0,80.0,69.0,70.0,66.0,78.0,73.0,73.0,79.0,74.0,73.0,32.0,74.0,74.0,73.0,74.0,24.0,22.0,77.0,29.0
383,Moussa Marega,14.0,4.0,2.0,295.0,1179.0,9900000.0,11000000.0,30.0,1.83,77.0,77.0,2.0,3.0,3.0,65.0,79.0,77.0,63.0,71.0,64.0,58.0,37.0,52.0,66.0,86.0,88.0,66.0,77.0,50.0,80.0,76.0,89.0,90.0,70.0,89.0,26.0,84.0,67.0,71.0,72.0,34.0,28.0,77.0,45.0
384,Theo Bongonda,27.0,7.0,5.0,286.0,2000.0,9900000.0,6600000.0,26.0,1.77,77.0,79.0,1.0,3.0,4.0,70.0,71.0,49.0,74.0,66.0,83.0,72.0,72.0,67.0,82.0,86.0,75.0,83.0,73.0,79.0,69.0,82.0,70.0,57.0,76.0,56.0,35.0,76.0,72.0,62.0,81.0,26.0,24.0,79.0,37.0
385,Moses Simon,19.0,2.0,6.0,746.0,1492.0,9900000.0,7150000.0,26.0,1.68,75.0,76.0,2.0,4.0,4.0,70.0,70.0,58.0,67.0,72.0,80.0,47.0,55.0,62.0,74.0,91.0,92.0,90.0,68.0,92.0,73.0,89.0,75.0,69.0,66.0,38.0,34.0,72.0,69.0,60.0,74.0,30.0,32.0,75.0,30.0
387,Serhou Guirassy,29.0,4.0,2.0,266.0,1065.0,9900000.0,8800000.0,25.0,1.87,77.0,81.0,2.0,3.0,3.0,56.0,80.0,75.0,73.0,73.0,76.0,66.0,67.0,63.0,79.0,69.0,72.0,68.0,74.0,63.0,76.0,77.0,70.0,80.0,71.0,72.0,29.0,79.0,68.0,79.0,72.0,29.0,34.0,79.0,42.0
389,Enes Ünal,20.0,6.0,0.0,226.0,1358.0,9900000.0,8800000.0,24.0,1.87,75.0,81.0,1.0,3.0,3.0,56.0,75.0,73.0,74.0,74.0,77.0,68.0,63.0,47.0,76.0,69.0,67.0,73.0,73.0,71.0,85.0,80.0,68.0,83.0,72.0,70.0,29.0,74.0,65.0,80.0,68.0,33.0,24.0,77.0,34.0
390,Franck Honorat,22.0,6.0,4.0,304.0,1826.0,9900000.0,1760000.0,25.0,1.8,75.0,77.0,2.0,2.0,4.0,77.0,73.0,59.0,72.0,69.0,78.0,67.0,55.0,63.0,76.0,78.0,76.0,71.0,70.0,68.0,75.0,81.0,67.0,53.0,75.0,46.0,43.0,72.0,72.0,68.0,69.0,45.0,39.0,76.0,49.0
391,Irfan Can Kahveci,16.0,1.0,4.0,1027.0,1027.0,9900000.0,11000000.0,26.0,1.76,75.0,78.0,1.0,4.0,4.0,70.0,67.0,55.0,78.0,60.0,78.0,77.0,77.0,75.0,78.0,75.0,79.0,75.0,75.0,80.0,72.0,62.0,84.0,67.0,72.0,65.0,71.0,67.0,77.0,54.0,74.0,61.0,53.0,77.0,72.0
393,Vincent Aboubakar,15.0,5.0,3.0,215.0,1076.0,9900000.0,11000000.0,29.0,1.84,77.0,77.0,2.0,4.0,4.0,63.0,75.0,75.0,72.0,76.0,80.0,80.0,67.0,68.0,80.0,75.0,75.0,72.0,74.0,63.0,77.0,75.0,71.0,86.0,72.0,76.0,33.0,77.0,76.0,74.0,82.0,23.0,19.0,77.0,44.0
394,Rachid Ghezzal,24.0,3.0,1.0,619.0,1856.0,9900000.0,13200000.0,29.0,1.82,78.0,78.0,2.0,3.0,4.0,84.0,68.0,56.0,80.0,62.0,81.0,83.0,74.0,81.0,82.0,72.0,71.0,80.0,71.0,73.0,72.0,58.0,67.0,51.0,70.0,48.0,27.0,73.0,80.0,72.0,75.0,24.0,23.0,78.0,25.0
395,Viktor Claesson,20.0,3.0,2.0,476.0,1428.0,9900000.0,1650000.0,30.0,1.83,76.0,76.0,1.0,3.0,3.0,68.0,76.0,51.0,75.0,65.0,74.0,70.0,64.0,73.0,77.0,75.0,76.0,78.0,77.0,64.0,78.0,53.0,88.0,72.0,77.0,70.0,40.0,78.0,80.0,64.0,77.0,49.0,50.0,76.0,51.0
396,Artem Dzyuba,24.0,10.0,9.0,135.0,1348.0,9900000.0,7700000.0,33.0,1.96,78.0,78.0,2.0,3.0,3.0,61.0,81.0,87.0,77.0,74.0,73.0,66.0,60.0,57.0,77.0,63.0,66.0,55.0,75.0,35.0,79.0,65.0,78.0,94.0,69.0,80.0,30.0,81.0,77.0,75.0,79.0,17.0,21.0,78.0,25.0
397,Tajon Buchanan,1.0,0.0,0.0,0.0,90.0,9350000.0,9350000.0,22.0,1.83,69.0,77.0,1.0,3.0,3.0,60.0,66.0,60.0,64.0,50.0,75.0,49.0,25.0,45.0,69.0,91.0,89.0,79.0,62.0,64.0,66.0,71.0,69.0,62.0,55.0,59.0,46.0,63.0,62.0,55.0,62.0,62.0,50.0,70.0,50.0
398,Mohamed Daramy,25.0,5.0,5.0,242.0,1212.0,9350000.0,4400000.0,20.0,1.8,69.0,82.0,1.0,3.0,4.0,59.0,61.0,44.0,64.0,54.0,74.0,58.0,49.0,53.0,70.0,86.0,87.0,81.0,60.0,74.0,62.0,76.0,75.0,61.0,51.0,58.0,21.0,67.0,63.0,51.0,62.0,25.0,17.0,70.0,25.0
399,Marcos André,21.0,3.0,2.0,295.0,885.0,9350000.0,3850000.0,25.0,1.85,75.0,81.0,1.0,4.0,3.0,51.0,80.0,74.0,69.0,69.0,73.0,50.0,45.0,57.0,74.0,78.0,74.0,73.0,58.0,69.0,79.0,79.0,68.0,79.0,77.0,62.0,33.0,77.0,55.0,61.0,65.0,36.0,31.0,77.0,33.0
400,Fedor Chalov,18.0,3.0,5.0,348.0,1045.0,9350000.0,440000.0,23.0,1.8,74.0,80.0,1.0,4.0,3.0,63.0,74.0,67.0,74.0,73.0,74.0,61.0,38.0,60.0,76.0,76.0,75.0,75.0,77.0,72.0,72.0,62.0,76.0,67.0,68.0,36.0,44.0,77.0,74.0,71.0,81.0,26.0,23.0,76.0,23.0
401,José Manuel López,40.0,15.0,3.0,160.0,2393.0,8800000.0,0.0,21.0,1.88,74.0,74.0,1.0,3.0,3.0,73.0,55.0,65.0,76.0,49.0,68.0,67.0,52.0,64.0,69.0,63.0,64.0,66.0,75.0,70.0,57.0,76.0,72.0,71.0,43.0,84.0,73.0,61.0,65.0,56.0,81.0,75.0,79.0,74.0,60.0
408,Abdallah Sima,11.0,2.0,1.0,226.0,451.0,8800000.0,8800000.0,20.0,1.88,73.0,86.0,1.0,4.0,2.0,65.0,76.0,76.0,65.0,74.0,69.0,61.0,51.0,55.0,70.0,86.0,89.0,70.0,73.0,61.0,74.0,78.0,86.0,70.0,73.0,65.0,35.0,77.0,68.0,61.0,72.0,38.0,40.0,77.0,38.0
410,Nico Williams,23.0,3.0,0.0,305.0,916.0,8800000.0,1650000.0,19.0,1.81,68.0,82.0,1.0,3.0,2.0,69.0,35.0,50.0,67.0,36.0,66.0,52.0,39.0,61.0,67.0,76.0,73.0,73.0,66.0,78.0,42.0,61.0,64.0,56.0,29.0,61.0,64.0,42.0,48.0,45.0,64.0,66.0,63.0,69.0,65.0
413,Ricardo Pepi,1.0,0.0,0.0,0.0,30.0,8800000.0,8800000.0,19.0,1.85,65.0,80.0,1.0,3.0,3.0,25.0,70.0,60.0,65.0,62.0,59.0,44.0,54.0,40.0,63.0,64.0,61.0,62.0,68.0,56.0,68.0,62.0,70.0,63.0,50.0,27.0,30.0,68.0,52.0,66.0,61.0,30.0,24.0,67.0,34.0
414,Armand Laurienté,17.0,4.0,0.0,284.0,1136.0,8800000.0,1100000.0,23.0,1.77,73.0,80.0,1.0,3.0,3.0,72.0,67.0,43.0,70.0,75.0,78.0,81.0,83.0,61.0,75.0,77.0,77.0,72.0,64.0,90.0,82.0,57.0,63.0,33.0,76.0,47.0,24.0,70.0,71.0,54.0,69.0,38.0,42.0,74.0,27.0
415,Hugo Duro,18.0,5.0,3.0,234.0,1171.0,8800000.0,8800000.0,22.0,1.82,71.0,82.0,1.0,3.0,3.0,31.0,76.0,62.0,56.0,64.0,74.0,38.0,27.0,34.0,75.0,73.0,74.0,68.0,66.0,70.0,70.0,71.0,59.0,68.0,69.0,35.0,22.0,73.0,49.0,64.0,63.0,17.0,20.0,73.0,37.0
416,Gonçalo Ramos,25.0,1.0,3.0,1014.0,1014.0,8800000.0,743000.0,20.0,1.85,72.0,86.0,1.0,4.0,2.0,60.0,73.0,74.0,70.0,64.0,69.0,60.0,41.0,62.0,70.0,83.0,79.0,79.0,74.0,76.0,70.0,82.0,87.0,85.0,67.0,71.0,31.0,74.0,63.0,57.0,66.0,31.0,17.0,75.0,29.0
418,Georginio Rutter,21.0,4.0,5.0,238.0,951.0,8800000.0,1650000.0,19.0,1.82,67.0,80.0,1.0,5.0,3.0,43.0,67.0,69.0,62.0,57.0,68.0,56.0,33.0,51.0,69.0,74.0,79.0,71.0,58.0,67.0,67.0,69.0,57.0,69.0,59.0,32.0,12.0,64.0,59.0,68.0,56.0,22.0,17.0,69.0,17.0
419,Anthony Gordon,18.0,2.0,2.0,532.0,1064.0,8800000.0,5500000.0,20.0,1.82,67.0,81.0,1.0,3.0,3.0,62.0,62.0,45.0,62.0,44.0,73.0,63.0,59.0,51.0,69.0,78.0,79.0,68.0,59.0,66.0,61.0,55.0,63.0,51.0,62.0,54.0,28.0,62.0,63.0,65.0,62.0,28.0,25.0,68.0,32.0
420,Emmanuel Dennis,20.0,8.0,5.0,181.0,1447.0,8800000.0,5500000.0,24.0,1.75,74.0,79.0,1.0,3.0,4.0,67.0,73.0,74.0,64.0,66.0,76.0,62.0,41.0,58.0,74.0,91.0,85.0,88.0,77.0,80.0,78.0,94.0,71.0,63.0,68.0,68.0,13.0,69.0,54.0,56.0,67.0,45.0,27.0,76.0,38.0
421,Joshua Zirkzee,25.0,11.0,7.0,139.0,1533.0,8800000.0,8800000.0,20.0,1.93,68.0,80.0,1.0,3.0,3.0,35.0,70.0,67.0,59.0,54.0,70.0,61.0,61.0,33.0,72.0,69.0,69.0,66.0,64.0,60.0,67.0,66.0,63.0,78.0,52.0,43.0,14.0,69.0,53.0,50.0,67.0,14.0,16.0,70.0,10.0
422,Adam Ounas,14.0,2.0,0.0,170.0,339.0,8800000.0,8800000.0,25.0,1.72,74.0,78.0,1.0,4.0,4.0,68.0,64.0,51.0,75.0,66.0,80.0,72.0,62.0,65.0,78.0,87.0,82.0,89.0,62.0,80.0,70.0,61.0,72.0,55.0,69.0,79.0,47.0,69.0,75.0,60.0,65.0,54.0,47.0,76.0,28.0
423,Dennis Man,11.0,2.0,0.0,318.0,636.0,8800000.0,7150000.0,23.0,1.83,74.0,83.0,1.0,3.0,4.0,70.0,77.0,68.0,67.0,65.0,72.0,64.0,66.0,64.0,75.0,88.0,85.0,87.0,68.0,81.0,69.0,66.0,81.0,66.0,68.0,68.0,47.0,71.0,70.0,62.0,72.0,48.0,45.0,75.0,43.0
424,Josh Sargent,22.0,4.0,1.0,335.0,1339.0,8800000.0,8800000.0,21.0,1.85,71.0,82.0,1.0,4.0,3.0,58.0,71.0,66.0,66.0,65.0,70.0,62.0,56.0,55.0,71.0,78.0,73.0,76.0,73.0,68.0,75.0,64.0,80.0,68.0,65.0,66.0,43.0,74.0,62.0,58.0,67.0,37.0,33.0,73.0,39.0
425,Tino Kadewere,9.0,0.0,0.0,0.0,322.0,8800000.0,7150000.0,26.0,1.83,77.0,80.0,2.0,3.0,3.0,67.0,79.0,69.0,74.0,69.0,78.0,67.0,48.0,60.0,77.0,82.0,83.0,82.0,77.0,74.0,78.0,79.0,77.0,72.0,68.0,59.0,30.0,79.0,74.0,73.0,75.0,39.0,35.0,79.0,34.0
426,Grady Diangana,23.0,1.0,1.0,1158.0,1158.0,8800000.0,4950000.0,23.0,1.8,73.0,81.0,1.0,3.0,4.0,72.0,65.0,37.0,72.0,48.0,79.0,53.0,49.0,55.0,74.0,87.0,79.0,78.0,68.0,79.0,55.0,52.0,66.0,56.0,67.0,48.0,27.0,65.0,70.0,50.0,60.0,26.0,23.0,74.0,26.0
427,Christian Kouamé,17.0,8.0,1.0,172.0,1377.0,8800000.0,8800000.0,24.0,1.85,74.0,80.0,1.0,4.0,3.0,58.0,76.0,74.0,70.0,66.0,79.0,52.0,45.0,58.0,77.0,81.0,84.0,76.0,69.0,65.0,72.0,94.0,63.0,70.0,60.0,50.0,36.0,76.0,66.0,61.0,68.0,35.0,32.0,76.0,34.0
428,Karlan Grant,26.0,9.0,5.0,228.0,2052.0,8800000.0,8800000.0,24.0,1.83,72.0,78.0,1.0,3.0,3.0,66.0,75.0,62.0,66.0,65.0,73.0,63.0,63.0,43.0,72.0,85.0,87.0,73.0,71.0,63.0,73.0,72.0,76.0,71.0,72.0,35.0,29.0,71.0,67.0,74.0,61.0,23.0,24.0,74.0,40.0
429,Tyler Roberts,23.0,2.0,1.0,548.0,1096.0,8800000.0,275000.0,23.0,1.8,73.0,80.0,1.0,3.0,3.0,64.0,70.0,65.0,73.0,59.0,75.0,57.0,42.0,65.0,77.0,75.0,75.0,77.0,67.0,74.0,73.0,56.0,76.0,76.0,65.0,57.0,37.0,72.0,73.0,70.0,76.0,39.0,27.0,75.0,31.0
431,Milot Rashica,17.0,1.0,1.0,1034.0,1034.0,8800000.0,9900000.0,25.0,1.77,77.0,82.0,1.0,4.0,4.0,73.0,74.0,53.0,71.0,76.0,85.0,78.0,69.0,67.0,79.0,93.0,75.0,90.0,77.0,82.0,85.0,47.0,76.0,60.0,76.0,67.0,47.0,72.0,70.0,73.0,79.0,40.0,36.0,79.0,52.0
432,Lys Mousset,7.0,3.0,0.0,107.0,320.0,8800000.0,3850000.0,25.0,1.84,70.0,74.0,1.0,3.0,3.0,54.0,71.0,63.0,61.0,66.0,73.0,62.0,41.0,44.0,70.0,78.0,79.0,72.0,67.0,68.0,76.0,67.0,68.0,76.0,70.0,44.0,22.0,69.0,56.0,70.0,62.0,20.0,17.0,72.0,19.0
433,Jonathan Rodríguez,13.0,3.0,0.0,260.0,781.0,8800000.0,8800000.0,28.0,1.81,81.0,81.0,4.0,3.0,4.0,89.0,84.0,62.0,84.0,90.0,86.0,89.0,86.0,85.0,90.0,55.0,51.0,78.0,83.0,76.0,86.0,46.0,55.0,64.0,91.0,60.0,55.0,80.0,84.0,81.0,87.0,41.0,44.0,83.0,52.0
443,Robert Skov,7.0,0.0,3.0,0.0,270.0,8800000.0,14300000.0,25.0,1.85,75.0,78.0,1.0,3.0,3.0,85.0,72.0,52.0,73.0,73.0,73.0,87.0,88.0,70.0,73.0,76.0,79.0,76.0,73.0,74.0,88.0,49.0,77.0,69.0,82.0,74.0,60.0,72.0,70.0,74.0,72.0,69.0,65.0,76.0,65.0
445,Rubén García,20.0,0.0,1.0,0.0,1346.0,8800000.0,3850000.0,28.0,1.71,80.0,80.0,2.0,3.0,3.0,80.0,80.0,90.0,83.0,73.0,80.0,78.0,68.0,82.0,85.0,45.0,37.0,54.0,83.0,61.0,85.0,92.0,75.0,86.0,86.0,84.0,69.0,85.0,83.0,85.0,85.0,74.0,63.0,81.0,44.0
448,Andreas Cornelius,22.0,11.0,2.0,116.0,1273.0,8800000.0,6600000.0,28.0,1.93,73.0,73.0,2.0,3.0,3.0,42.0,73.0,80.0,69.0,68.0,64.0,45.0,56.0,51.0,70.0,61.0,67.0,49.0,68.0,62.0,79.0,74.0,64.0,92.0,68.0,72.0,28.0,75.0,59.0,65.0,70.0,26.0,13.0,73.0,40.0
449,Nicolás López,17.0,9.0,3.0,135.0,1218.0,8800000.0,3300000.0,28.0,1.78,76.0,76.0,1.0,3.0,3.0,72.0,79.0,70.0,74.0,72.0,81.0,74.0,54.0,62.0,77.0,78.0,78.0,82.0,73.0,77.0,78.0,65.0,70.0,71.0,78.0,42.0,20.0,78.0,70.0,66.0,72.0,20.0,23.0,77.0,19.0
450,Moi Gómez,26.0,1.0,2.0,1178.0,1178.0,8800000.0,5500000.0,27.0,1.76,78.0,78.0,1.0,5.0,4.0,78.0,75.0,54.0,80.0,65.0,79.0,82.0,59.0,76.0,80.0,69.0,67.0,76.0,74.0,73.0,74.0,64.0,78.0,56.0,75.0,52.0,54.0,76.0,77.0,59.0,75.0,52.0,41.0,78.0,65.0
452,Hélder Costa,19.0,0.0,2.0,0.0,1107.0,8800000.0,8800000.0,28.0,1.79,74.0,74.0,2.0,4.0,4.0,68.0,65.0,44.0,69.0,61.0,77.0,74.0,69.0,62.0,76.0,86.0,85.0,81.0,72.0,76.0,73.0,34.0,68.0,54.0,63.0,49.0,18.0,72.0,71.0,69.0,70.0,29.0,25.0,74.0,32.0
453,Ryan Fraser,17.0,0.0,1.0,0.0,847.0,8800000.0,19250000.0,27.0,1.63,75.0,75.0,1.0,4.0,3.0,76.0,71.0,30.0,65.0,62.0,77.0,80.0,72.0,65.0,75.0,89.0,80.0,89.0,72.0,96.0,71.0,56.0,58.0,50.0,72.0,65.0,45.0,74.0,73.0,69.0,76.0,53.0,42.0,75.0,45.0
454,Joshua King,18.0,5.0,3.0,281.0,1403.0,8800000.0,8800000.0,30.0,1.87,75.0,75.0,1.0,3.0,4.0,65.0,75.0,68.0,72.0,73.0,77.0,70.0,53.0,62.0,76.0,77.0,81.0,74.0,72.0,73.0,77.0,72.0,57.0,76.0,75.0,73.0,34.0,75.0,71.0,81.0,77.0,39.0,27.0,75.0,33.0
456,Xherdan Shaqiri,13.0,1.0,2.0,871.0,871.0,8800000.0,13200000.0,30.0,1.69,79.0,79.0,3.0,4.0,5.0,79.0,70.0,45.0,80.0,76.0,80.0,85.0,82.0,78.0,82.0,77.0,73.0,83.0,77.0,91.0,87.0,51.0,65.0,71.0,81.0,61.0,55.0,75.0,80.0,65.0,79.0,49.0,48.0,79.0,35.0
457,Ibrahima Niane,19.0,2.0,1.0,617.0,1234.0,8250000.0,0.0,22.0,1.87,73.0,81.0,1.0,3.0,3.0,56.0,75.0,75.0,58.0,55.0,74.0,58.0,51.0,44.0,70.0,85.0,80.0,73.0,67.0,54.0,79.0,73.0,65.0,70.0,70.0,36.0,13.0,74.0,54.0,71.0,67.0,14.0,16.0,75.0,13.0
458,Brian Brobbey,14.0,0.0,3.0,0.0,252.0,8250000.0,8250000.0,19.0,1.8,73.0,85.0,1.0,4.0,3.0,35.0,75.0,69.0,69.0,58.0,64.0,49.0,39.0,53.0,72.0,81.0,85.0,59.0,67.0,84.0,72.0,89.0,66.0,92.0,63.0,69.0,26.0,74.0,52.0,66.0,74.0,23.0,24.0,75.0,28.0
459,Junya Ito,31.0,4.0,11.0,615.0,2458.0,8250000.0,4950000.0,28.0,1.76,77.0,77.0,1.0,4.0,4.0,76.0,73.0,44.0,73.0,69.0,77.0,63.0,65.0,66.0,75.0,91.0,88.0,82.0,73.0,77.0,68.0,87.0,89.0,61.0,71.0,64.0,67.0,76.0,78.0,57.0,77.0,61.0,56.0,77.0,54.0
461,Georgios Masouras,24.0,6.0,4.0,302.0,1813.0,8250000.0,1100000.0,28.0,1.84,76.0,76.0,1.0,4.0,3.0,75.0,77.0,74.0,75.0,69.0,72.0,75.0,56.0,71.0,78.0,82.0,84.0,76.0,72.0,68.0,77.0,69.0,76.0,69.0,74.0,62.0,42.0,77.0,68.0,59.0,72.0,41.0,42.0,76.0,63.0
463,Antonio Sanabria,20.0,3.0,2.0,453.0,1360.0,8250000.0,7150000.0,25.0,1.81,74.0,79.0,1.0,4.0,4.0,67.0,75.0,74.0,73.0,67.0,73.0,73.0,64.0,63.0,77.0,72.0,74.0,82.0,73.0,75.0,74.0,77.0,65.0,71.0,65.0,32.0,21.0,78.0,72.0,69.0,75.0,20.0,15.0,76.0,42.0
464,Darwin Machís,14.0,2.0,1.0,436.0,871.0,8250000.0,3300000.0,28.0,1.71,81.0,81.0,1.0,4.0,4.0,79.0,82.0,51.0,76.0,57.0,83.0,65.0,78.0,71.0,81.0,90.0,86.0,92.0,75.0,93.0,84.0,81.0,71.0,68.0,81.0,72.0,38.0,79.0,75.0,72.0,79.0,35.0,24.0,81.0,40.0
465,Robin Quaison,14.0,5.0,0.0,219.0,1097.0,8250000.0,8250000.0,28.0,1.83,74.0,75.0,2.0,3.0,3.0,67.0,75.0,54.0,70.0,76.0,79.0,72.0,56.0,66.0,78.0,76.0,66.0,75.0,79.0,75.0,76.0,56.0,78.0,72.0,73.0,56.0,49.0,80.0,65.0,67.0,76.0,39.0,55.0,75.0,39.0
466,Martin Braithwaite,3.0,2.0,1.0,113.0,226.0,8250000.0,11000000.0,30.0,1.77,77.0,77.0,2.0,4.0,4.0,68.0,78.0,67.0,75.0,75.0,78.0,71.0,75.0,65.0,81.0,79.0,80.0,81.0,77.0,70.0,77.0,81.0,76.0,75.0,71.0,69.0,31.0,78.0,74.0,73.0,76.0,30.0,26.0,77.0,35.0
467,Marcos Paulo,18.0,0.0,0.0,0.0,666.0,7700000.0,7700000.0,20.0,1.86,70.0,70.0,1.0,3.0,3.0,63.0,51.0,61.0,74.0,52.0,71.0,72.0,73.0,67.0,73.0,66.0,67.0,69.0,68.0,69.0,77.0,71.0,80.0,67.0,76.0,60.0,61.0,60.0,72.0,79.0,68.0,66.0,63.0,70.0,72.0
